,num,name,blog or review,visitor review,label,new_label
9618,128.0,배곧 조개반장,방문자 리뷰,예약해서 갔는데 안내를 해주시거나 준비되어 있기는커녕 자리 치워주시지도 않고 거기 지금 치울 수 없다며 쳐다보시지도 않고 오히 려 피하시더라고요 그럴까면 예약을 왜 받는지 사람 많아 바쁜 건 이해하지만 그래도 손님에 대한 서비스 친절도가 아주 불쾌했네요  그냥 나가려고 하다 일하시는 분들 사장님과 눈 마주쳤는데 죄송하다는 말 한마디는 커녕 오히려 눈 피하고 모른 척 하시네요  절 ,2,2
9680,190.0,배곧 조개반장,방문자 리뷰,내가 리뷰 안 남기는데 여긴 정말 진심 리얼 진짜 맛없음 ,0,2
9706,216.0,배곧 조개반장,방문자 리뷰,조개구이 무한리필집인데 가리비는 리필이 안 되는 게 이해가 안 됩니다  가리비는 조개 아닌가요 아니면 출입구에 가리비 리필 안돼요 라고 적어 놓으세요 소중한 시간 내서 간 건데 기분만 상하네요 ,2,2
9713,223.0,배곧 조개반장,방문자 리뷰,괜찮은데 서빙이 적어요 ,0,2
9730,240.0,배곧 조개반장,방문자 리뷰,술안주로 이만한 게 없네요 예약 햇더니 서비스 받앗 어요  리뷰를 안 쓸 수가 없네요  재방문 의사 잇음 ,0,2
9742,252.0,배곧 조개반장,방문자 리뷰,바지락 칼국수는 정말 맛 없어요  김치도 맛없고 ,2,2
9754,264.0,배곧 조개반장,방문자 리뷰,별 하나도 아깝내 요리뷰 보고 같다가 푸대접에 존심상했내요 1 무한리필이라고 해서 방문했는데 막상 가보니 가격이 틀리 내 요인터넷엔 25000 원이고 매뉴판에 3만원이라고 되어 있내요사기 당한 기분이 내요  종업원분께 가격에 대서 여쭤보니 횡설수설하시면서 25000월짜리조개하고 3만원짜리 조개구이는 틀리다고 하시내요 넘황당한 기분 2무한리필이라고 해놓고 매뉴판엔 연탄불 꺼지면 리필이 안 된다고 명시되어 ,2,2
9779,289.0,배곧 조개반장,방문자 리뷰,리뷰 광고하시나요  전혀 다르던 조개리필 받기 하늘의 별 따기이고 삼십분 만에 작은 거 몇 개 받음  치즈리필 같은 거 없던데 맛도 심각히 없네요  그냥 나옴 진짜 돈 아깝네  직원 분들 뭐 달라 하면 바로 안 줌  바빠서 그러시겠지만 최소 3번은 말씀드려야 줍니다 ,2,2
9785,295.0,배곧 조개반장,방문자 리뷰,빡이 쳐서 리뷰 씁니다 사장님 진심으로 그렇게 장사하시면 안 되요 네이버 예약부터 받지 마세요  다 예약자라고 자리도 없다 하고 진정 왜 받으세요 자리 나서 창가 쪽으로 가도 되냐고 물어보니까 뭐 예약 자리라고 다른 곳 앉으라고 하시는데 왜 예약 받으신 거에 요 저희는 예약자 아닌가요 그냥 선착순으로 받으시는 거 같은데 왕조 개무한 리필 시켰는데 첫 판 빼고 그냥 무슨 바지락 쪼만한 ,2,2
9789,299.0,배곧 조개반장,방문자 리뷰,제발 가지 마세요  주말 방문 1 네이버 예약해도 필요 없습니다  기다려야 하구요  네이버 예약 서비스 주는 거 하나 없습니다  2 리필 겁나 오래 걸립니다  조개 상태 엉망입니다  리필 그냥 세숫대야에 있는 조개 주먹으로 담아서 줍니다 3 조 개 외 반찬 우리집 개 도 안 먹습니다  60000원 버리고 왔구요  제 옆 테이블은 모둠 소 시켰는데 레알 가관이네요  삼십분은 넘어야 나오고 조개구이 ,2,2
9804,314.0,배곧 조개반장,방문자 리뷰,대체 왜 평점이 높은 건가요 광고 엄청 쓰시네요  광고비로 사람 좀 쓰시지  일단 3층으로 올라오기 전 2층 좌석을 봤는데 테이블 간격 1이 상은 전혀 지켜지지 않고 입장 시 체온 측정도 체크인 출입 명부수기 작성조차 시행하지 않으며 착석 후 30분 뒤에 연탄불이 오고 기본 찬처럼 준 라면과 파스타 콘치즈는 불이 없어 치즈를 녹이 지도 못해 30분간 방치하였고 콜라를 달라고 해도 식사시 간동안 주지 않 ,2,2
9810,320.0,배곧 조개반장,방문자 리뷰,리뷰알바생 쓰시는 듯 사진처럼 절대 안 나오고 평일임에도 불구하고 모든 음식이 엄청 느리게 나오고 가게 안은 얼마나 추운지 입김 나 옵니다 조개도 상태 안 좋은 것도 꽤 있어서 버렸습니다  7 테이블 정도 찼는데 아줌  미 혼자 서빙하고 있네요  조개도 무한리필 시키려 했더 니 조개구이 소자 시켜야 조개위에 치즈 올려준다기에 소자 시켰더니 정말 조금 줍니다 저희가 표정이 안 좋았는지 나가면서 1층 에 ,2,2
9815,325.0,배곧 조개반장,방문자 리뷰,제가 갔던 곳 중에서 최악입니다  토요일 사람이 많기는 했지만 직원분 간의 소통이 안 되고 무한리필 조개 첫 판 받는 데까지 25분 걸렸 습니다  조개을 던져주고 알아서 구워라 하는 뉘앙스이며 리필을 요구 해도 직원 간 주문 전달과 회전이 안 되는 모습이 보입니다 코드 체크도 제대로 안하고 밑에서는 손님 받으려고 계속 올리는 데 식당 내는 정리도 안 되는 가성비 최 악의 식당입니다  먹는 내 ,2,2
9834,344.0,배곧 조개반장,방문자 리뷰,리뷰 쓰려고 영수증 챙겼습니다  조개는 무한리필로 주문했구요  1인 25000원 치즈 없음  연탄은 리필이 안 됩니다  꼭 참고하셔야 될 부분이라 생각 들어서 남겼어요  조개 나와서 굽고 있는데 조개 버릴 통이 없길래 요청했더니 옆 테이블에 주더라고요 심지어 옆 테이블은 조개도 안 나왔고 요청하지도 않은 상황인데 말이 죠 그래서 통 얘기를 또 했더니 알고 계신 듯 미소만 지으시고 안 갖다 주셔서 다 ,2,2
9898,408.0,배곧 조개반장,방문자 리뷰,네이버 예약을 하고 갔으나 가게 들어서자마자 손님이 왔는지도 챙기지 않고 자리에 앉아서 30분을 기다렸으나 불판도 안 넣어주는 위생상태도 엉망이 고 친절도도 최하 절대로 다시 가 고 싶지도 않네요 ,2,2
9900,410.0,배곧 조개반장,방문자 리뷰,네이버 예약 서비스도 요청을 해야 줌 ,2,2
9911,421.0,배곧 조개반장,방문자 리뷰,주문 엉망 처음부터 엉망이여서 모든 게 별로였음  20년 식사 중 최악 주차는 편함 ,2,2
9912,422.0,배곧 조개반장,방문자 리뷰,블로그 나름 찾아서 간 건데 무란 리필 되는 조개가 3가지 뿐이라는 데 그것조차 아니고 2개만 줌  1개가 굴 임  여기 갈 빠에 훨씬 유명한 2집 가세요  무조건 ,2,2
9916,426.0,배곧 조개반장,방문자 리뷰,별로 ,2,2
9920,430.0,배곧 조개반장,방문자 리뷰,별 0점을 주고 싶네요  주문을 해도 가져다 주지 않고 45번을 말해야 가져다주시네요  죄송하다는 말도 없고 당연하다는 듯이 대하는 태도는 정말 아닙니다 손님 대접이 꽝이었습니다  정말 62000원 버리고 온 것 같아 요 무한리필 먹으려니까 다른 메뉴 권하시던데 주 변 상권과 너무 다른 퀄리티와 조건입니다  그리고 지난 추석 연휴에 오이도 놀러 온 사람으로써 다녀왔던 1 09 오후 9시는 정말 ,2,2
9923,433.0,배곧 조개반장,방문자 리뷰,맛은 그냥 저냥 먹을 만했어요  바쁘지도 않은 시간대에 직원들 계속 휴대폰 들고 있고 사이다 주문 세 번이나 했는데도 안 가져다주시고 입 구에서부터 직원들에게 예약하고 왔다고 알려드렸는데 다른 직원이 와서 왜 이 제 예약 알려주냐고 되려 핀잔주시더라고요 음식점 방문 해서 처음 받아보는 서비스였어요  매우 엉망입니다  제가 어지간하면 나쁘게 평점 주지 않는데 이런 서비스는 좀 아닌 듯 해요  멀 ,2,2
9925,435.0,배곧 조개반장,방문자 리뷰,무조건 제 리뷰 믿으세요 먼저 가서 2층 창가에 자리잡고 메뉴 고르려는데 자꾸 직원분이 오셔서 조금이라도 더 비싼 거 시키게 옆에서 말 거심 조개찜 우럭 회 매운탕 시켰는데 다 별로입니다  밑에 사진 보시면 아시겠지만 정말 별로니까 가지 마세요  매운탕이랑 같이 밥 2공기 시켰는데 밥이 일주일은 된 것처럼 상태가 정말 별로예요  다시 달라고요청하자 저희가 잘못 한 듯이 ,2,2
9929,439.0,배곧 조개반장,방문자 리뷰,뭐든지 다 느린 곳 다른데 비해서 그닥 좋은 점이 없더고 생각됩니다 ,2,2
9930,440.0,배곧 조개반장,방문자 리뷰,2층 직원분들 서비스는 좋은데 너무 느리고 잘 못 알아들으시는 것 같아요  좀 별로에요 ,2,2
9987,498.0,배곧 조개반장,방문자 리뷰,사장님은 매우 친절하셨지만 치즈 조개 말고는 그냥 그랬어요  나쁘진 않았는데 계속 틈만 나면 리뷰 얘기 하셔서 조금 불편했어요  밤 늦은 시간에 누구지 하고 모르는 전화로 전화가 오길래 저장해봣는데 개인 전화번호로 전화까지 하시네요  소름돋네요  개인정보로 뭐 하자 는 거죠  무서워서 어떻게 예약하죠  고객 정보로 밤 늦게 전화하고 문자로 리뷰지워 달라고 하고 저는 매우 불쾌합니다 ,2,2
9999,510.0,배곧 조개반장,방문자 리뷰,기본 사이드 메뉴 맛이 없음  옆 테이블은 비싼 메뉴 시켜서 그런지 엄청 챙겨주시던데 저희는 고작 무한리필 2인 주문해서 서비스가 별로 인 건가요 소주 달라고 3번이나 말해도 알겠다 하시면서 한 번을 안 갖다주시네요  바쁘셔서 깜빡하셨겠다 싶어서 직접 가 질러 가서 말 씀을 드렸는데도 직접 갖다주신다면서 그냥 돌아오고 또 안 오고 손님 대접 바쁘신 건 알겠지만 자꾸 비싼 메뉴 시킨 옆 테이블 ,2,2
10082,593.0,배곧 조개반장,방문자 리뷰,5명이라 예약해놨는데 4인자리 그것도 이 모님 왔다 갔다 하셔야 하는 걸리적 거리는 자리를 남겨두시는 거 보면 예약이 왜 있는지 모르겠 으며 예약이 큰 의미는 없었던 것 같아 요 무한리필이 작은 조개만 무한으로 리필됐던 거였단 걸 알았다면 가리비만 따로 시켜 먹었을 걸 하는 후회가 되네요 술 마시려고 갔다가 네 명이 두병마신거보면 답 나옵니다 무한리필 비추 칼국수도 조개 비린 맛이 나 구요  주차 ,2,2
10721,31.0,배곧 뽁식당 배곧점,방문자 리뷰,식당은 맛도 맛이지만 위생을 중요시하는 나로써는 재 방문 절대하고 싶지 않은 곳 평소 좋아하는 봉골 레 주문했는데 바지락 해감안되서 씹히기에 두세 개 먹다가 포기 날아다니는 벌레인지 날 파리인지 쫒아가며 겨우 식사함 식전 빵에도 기어다님 비위상했다 계산하는데 사장인지가 식사하며 불편한 점 있었댜기에 말하니까 개선하겠다는데 어쩌지 난 다시 갈일이 식당함부로 안 들어가는데 사정 ,2,2
11536,43.0,배곧 빠레뜨한남 배곧점,방문자 리뷰,진짜 맛없음 너무 달아서 데리야끼 소스 한 통 그냥 마시는 기 분임돈 아깝 ,2,2
11747,38.0,배곧 행복한다이닝 배곧,방문자 리뷰,손님이 와도 메뉴판도 안 주고 물도 안 줘서 한참 기다리다 직접 셀 프로 했네요  죄송 하단 말이 먼저가 아니고 바쁠 때 와서 그런다는데 할 말이 없네요  뭐 음식이 맛있으면 기분 좋지 않은 게 풀리기라도 하지 양도 적 고 너무 별로네요 ,2,2
11826,119.0,배곧 행복한다이닝 배곧,방문자 리뷰,비프챱스테이크와 해물 토마토 스파게티 먹었는데 진짜 별로 16000원짜리 파스타 1인분도 안 되는 가성비와 맛도 니 맛도 내 맛도 아닌 맛 비프는 너무 질기고 비프에 샐러드 드레싱까지 뿌려서 무슨 맛인지도 모르겠고 22000원 치고 고기 양도 너무 적 고 진짜 밥 먹으러 갔다가 다시 딴 거 먹으러 가여 맛이 이렇게 없을 수가 ,2,2
12167,7.0,배곧 천향오 마라탕,방문자 리뷰,여자친구 마라탕에서 머리카락이 나와서 말했더니 그냥 먹으라 하고 결국엔 다시 해준다고 담으래서 담았더니 처음 담아서 결제한 금액보다 700원 정도 더 왔는데 차액을 결제하라 하던 지 맘대로 빼버림  심지어 그냥 빼서 버림  그럴 거면 서비스로 주지 개치사하고 더러워서 안감 ,2,2
12168,8.0,배곧 천향오 마라탕,방문자 리뷰,고기 잡내가 많이 났다 ,2,2
12194,35.0,배곧 천향오 마라탕,방문자 리뷰,그릇에도 먼지 있고 단무지에도 먼지가 붙어 있네요 ,2,2
12272,116.0,배곧 천향오 마라탕,방문자 리뷰,마라탕은 진짜 존 맛이에요  거북한 맛도 없도 재료들도 다양하고 신선해 보였어요  근데 꿔 바로우 고기가 좀 오래됐는지 잡내가 너무 나서 코로 숨 안쉬고 입으로 숨 쉬면서 먹었어요 ,2,2
13312,20.0,배곧 스시노칸도 배곧점,방문자 리뷰,몇 번 왔는데 올 때마다 전복 없다고 못 먹었음  불친절함 주문표에 있는 거 주문하는데 째려 봄 방문 할수록 실망 플러스 기분 상해서 먹다 일어나서 호스 시 로 지리 옮김  최악 ,2,2
13319,27.0,배곧 스시노칸도 배곧점,방문자 리뷰,진짜 배곧 회전초밥집 중 최악임  맛도 없도 서비스도 최하 음식 만드는 직원들 진짜 개불친절함 내 돈 내고 기분 잡치게 초밥 먹고 올 사 람들만 가 셈 주문하면 표 정 구기면서 째려보고 초밥도 찔끔씩 올림 회전초 밥집 가는 이유가 다양하게 먹으려고 가는 건데 레일에 인기 많은 초밥들은 없고 맛 없는 거만 있음  주문하면 눈치 보임 여기 가본 사람들은 무조건 동의할 거임  다른 회전초밥집들은 ,2,2
13320,28.0,배곧 스시노칸도 배곧점,방문자 리뷰,직원도 불친절하고 맛도 진짜 별로에요 시키라고 해서 시켰는데 엄청 눈치줌 오래 걸린다나 뭐라나 ,2,2
13325,33.0,배곧 스시노칸도 배곧점,방문자 리뷰,다른데 가세요  주변에 초밥집 많습니다  처음 방문도 아니고 몇 번째 가는데 갈수록 별로 네요 배달 위주로 영업합니다  주문하면 무슨 담임 선생님한테 꾸지람 듣는 기 분입니다  맛을 떠나서 서비스가 갈수록 나빠집니다  주문하면 안 된다  그리고 알바는 왜 그렇게 잡습니 까 앉아서 먹는데 제가 다 눈치 보이네요 매니저 직급에 안 맞으면 매니저 직급에 맞는 사람을 고용하세요  초짜 고용해서 손님 ,2,2
13370,78.0,배곧 스시노칸도 배곧점,방문자 리뷰,안녕하세 요초밥은 항상 이곳에서 웨이팅 해도 먹는 단골이예요 홍보도 많이 하고 최애 초밥 집이라고 생각 했는데 오늘은 좀 실망 스럽네요  다른 집 하고 굳이 비교는 하고 싶지 않았으나 오늘 아이가 무순을 좋아 해서 조금 더 줄 수 없냐고 하니 딱 잘라 안 된다고 하 는 종업원 거기 없는 것도 아니고 비싼 것도 아니고 아님 한 접시 값을 치룰 테니 주라고 하기도 그렇고 참 사 람 맘이 작은 것에 기분 ,2,2
13398,107.0,배곧 스시노칸도 배곧점,방문자 리뷰,레일에 음식은 없고 없어서 주문하면 오래 걸린다는 소리만 하시고 하나 먹다 10분 기다리고 하나 먹다 10분 기다리고 육회초밥은 꽁꽁 얼어 서 주시면서 얼어 있어요  하시는데 먹으라고 파는 건지 먹지 말고 나가라는 건지 애지간하면 이런 글 안 남기는데 너무 기가 차서 영수증 인증해 서 바로 올리네요  차라리 이 정도 되면 손님을 받지 마세요 ,2,2
13460,170.0,배곧 스시노칸도 배곧점,방문자 리뷰,음식 맛은 좋아요  서비스랑 위생은 글쎄요 직원 한 분이 손 다치신 거 같던데 우왕좌왕하시면서 비닐장갑 낀 손으로 약통 가져오고 또 비 닐장갑 낀 손으로 영수증 다발만 지고 바로 밥을 쥐시더라고요 비닐장갑 끼고 소스통이나 이런 건 괜찮지만 영수증은 진짜 너무 하지 않 나요 초밥 주문했는데 건성으로 대답한 후 직원들끼리 떠드시고 다시 저희한테 뭐 주문했는지 되물으시더라고요 심지어 그전에 주 ,2,2
13524,11.0,배곧 오영김밥,방문자 리뷰,아비뉴 프랑가면 들리는 곳 ,0,2
13617,14.0,배곧 훈이네솥뚜껑삼겹살,방문자 리뷰,별로였어요 ,2,2
13727,124.0,배곧 훈이네솥뚜껑삼겹살,방문자 리뷰,사장님도 친절하다고 하고 맛있다고 소문 났길래 가보니까 다 거품이네요  언 빌리버블 ,2,2
13883,10.0,배곧 카페바이마스,방문자 리뷰,밀크티 핵맛 탱 하루에 한 잔은 먹어야 함  무족권 ,0,2
9507,17.0,배곧 조개반장,방문자 리뷰,비위생적 ,2,0
9755,265.0,배곧 조개반장,방문자 리뷰,지저분해요  맛은 둘째 치고 청소 좀 하세요 ,2,1
9790,300.0,배곧 조개반장,방문자 리뷰,1 코로나 코드 없음  2 주문 후 2030분 뒤 메뉴 등 장 3 리필 벨 4번 눌러서 한 번 받음  4 3만원짜리 시켰는데 조개 1214개 받음  사이즈 매우 작음 조개 리필이라고 하기 좀 그런 리필 한 번 받고 나옴 안 가는 게 쌉이 득 정신건강에 이로움 ,2,1
9899,409.0,배곧 조개반장,방문자 리뷰,평이 좋은 곳은 사람이 많어 여기를 예약 그러나 셋팅도 제대로 안 되고 겨우 한참 뒤 셋팅 그러나 조개 양이 적 고 맛도 별 루 그나마 기 본 셋팅 메뉴인 김치전이 먹을 만해 더 줄 수 있냐고 물어밨으나 오늘 같이 바쁜 날 왜 추가로 시키냐는 말투의 종업원 답변 먹을 것도 없고 그렇다고 이런 곳에서 더 시키기도 싫고 해서 다시 김치 전 물어보니 이제는 원래 추가 비용도 내야 한 다는 종업원 답변 머 이런식 ,2,1
11829,122.0,배곧 행복한다이닝 배곧,방문자 리뷰,너무 별로 였어요  저희가 간 게 대략 8 20분 쯤에 좀 늦게 갔어요  그리고 마감 시간이 10 30분 이였고요 음식을 3개 주문했어요  피자샐 러드스파게티 둘이 처음에 음식 먹고 괜찮네 하고 즐겁게 대화를 하고 있는데 9 30분도 안됬는데 갑자기 여자 사장님 이 오시더니 피 자를 포장해 드릴까요 하시더니 음식도 다 먹지 않았는데 조금 남았어요  그래도 다 먹으 려고 했고요 갑자기 음식이 담김  접시를 ,2,1
12322,3.0,배곧 신복관 배곧점,방문자 리뷰,별루 ,2,0
