index,num,name,blog or review,blog name,like_count_list,command_count_list,img_count,neighber_count,blog review 
840,45,배곧 세유카츠,블로그 리뷰,"시흥 돈가스 맛집 추천, 세유카츠",1,0,23,132,"['우연히', '간']"
841,46,배곧 세유카츠,블로그 리뷰,돈까스 맛집: 세유카츠 (내돈내산),2,1,7,414,[]
842,47,배곧 세유카츠,블로그 리뷰,"♡배곧 맛집 주택단지 제주 돈카츠, 세유카츠",48,12,18,3008,"['안녕하세요', '혜원']"
843,48,배곧 세유카츠,블로그 리뷰,배곧/시흥프리미엄아울렛 돈까스집 @세유카츠,0,1,12,52,[]
844,49,배곧 세유카츠,블로그 리뷰,"배곧 맛집, 세유카츠(2021.06.20)",7,3,11,215,[]
845,50,배곧 세유카츠,블로그 리뷰,배곧 돈카츠맛집 [세유카츠] / 제주산도야지 ,9,1,10,241,"['배', '고파서', '먹으려다', '시', '갑자기', '고파서', '가게']"
846,51,배곧 세유카츠,블로그 리뷰,배곧 세유카츠,6,0,20,84,"['동생', '데려다']"
847,52,배곧 세유카츠,블로그 리뷰,배곧돈까스 제주도청정도야지 세유카츠,17,1,39,3488,"['세', '카츠']"
848,53,배곧 세유카츠,블로그 리뷰,[배곧/맛집]세유카츠 (제주산청정도야지로 만든 돈까스 맛집),11,7,9,158,['우리']
849,54,배곧 세유카츠,블로그 리뷰,트러플 소금과 명이나물 듬-뿍  제주 프리미엄 돈까스 배곧 세유카츠 ,4,4,10,240,['제주']
850,55,배곧 세유카츠,블로그 리뷰,배곧돈까스 제주도 청정 도야지로 만드는 세유카츠,10,2,27,888,"['세', '카츠']"
851,56,배곧 세유카츠,블로그 리뷰,[리뷰] 배곧 세유카츠 / 제주통안심돈카츠 / 제주치즈돈카츠 / 세유카레덮밥/ 배곧 맛집 / 배곧 돈까스 맛집 ,32,26,18,879,[]
852,57,배곧 세유카츠,블로그 리뷰,"[시흥 배곧] 돈 까스까스까스, 세유카츠",1,0,2,7,['배달']
853,58,배곧 세유카츠,블로그 리뷰,[배곧]세유카츠::돈가스맛집👍,9,7,17,516,"['안녕하세요', '융', '.', '번', '단계', '전', '번', '가서', '보고', '매번']"
854,59,배곧 세유카츠,블로그 리뷰,[배곧] 배곧 돈가스 맛집!! 바삭하고 담백한 돈가스 맛집! '세유카츠',15,5,23,2820,"['쿠하', '모', '임', '원래', '라고', '오픈', '지났는데도', '준비', '급하게', '간', '세', '카츠']"
855,60,배곧 세유카츠,블로그 리뷰,[경기시흥배곧] 오이도맛집 경기시흥 돈카츠맛집 '세유카츠',22,7,16,261,"['영업', '매일', '21:00', '오더', '주차', '유']"
856,61,배곧 세유카츠,블로그 리뷰,배곧돈까스 배곧세유카츠 솔직후기,35,2,37,3854,['전']
857,62,배곧 세유카츠,블로그 리뷰,[시흥맛집] 배곧 세유카츠 네이버예약시 제주산안심카레 제공/ 토마호크 돈까/ 고구마치즈돈까스 맛집/ 경기도재난지원금 식사하기 ,6,0,5,1085,"['토요일', '뭐', '하다가', '갈', '있어서']"
858,63,배곧 세유카츠,블로그 리뷰,시흥프리미엄아울렛 근처 돈까스 세유카츠,7,1,13,25,[]
859,64,배곧 세유카츠,블로그 리뷰,시흥 배곧 세유카츠 돈카츠 맛집,6,1,18,3085,"['돈카츠', '싶어서', '폭풍']"
860,65,배곧 세유카츠,블로그 리뷰,"배곧 찐 맛집:-) ""세유카츠"" 배곧전원단지!! 토모루제과점 옆집 맛집끼리뭉치기ㅋ0ㅋ",161,49,25,4009,[]
861,66,배곧 세유카츠,블로그 리뷰,[배곧 돈까스] 세유카츠,24,2,16,4163,['치즈']
862,67,배곧 세유카츠,블로그 리뷰,"시흥 배곧 돈가스 맛집, 세유카츠",34,7,11,1041,['돈가스']
863,68,배곧 세유카츠,블로그 리뷰,"시흥 배곧, 분위기 좋았던 맛집 [세유카츠]",4,0,17,65,"['안녕하세요', '지니']"
864,69,배곧 세유카츠,블로그 리뷰,시흥 배곧 돈까스 맛집 세유카츠,2,0,7,10,"['안녕하세요', '오랜', '올리는', '포스팅']"
865,70,배곧 세유카츠,블로그 리뷰,2020.08.19 (세유카츠_배곧),0,0,7,16,"['오랜', '봅니다', '거슬러', '8월']"
866,71,배곧 세유카츠,블로그 리뷰,배곧돈까스는 세유카츠다,2,4,8,48,"['작년', '때', '출장', '경기도']"
867,72,배곧 세유카츠,블로그 리뷰,배곧 전원주택 돈까스 세유카츠 푸짐한 양에 놀랐어요,2,0,9,126,[]
868,73,배곧 세유카츠,블로그 리뷰,배곧 맛집 :: 세유카츠에서 드디어 한정수량 토마호크 돈까스를 먹었어요!,18,15,37,391,[]
869,74,배곧 세유카츠,블로그 리뷰,2월 3주차 일기,19,6,22,157,"['이번', '귀찮', '일관', '삶', '그렇기에', '주가', '1시간', '전', '쓰고', '.', '지금', '먹고', '배고프', '월요일', '게', '.', '뭐', '거', '화요일', '다시', '빡친다', '아이스크림', '많이']"
870,75,배곧 세유카츠,블로그 리뷰,배곧 돈까스 세유카츠,19,5,17,1012,"['안녕하세요', '신블리', '입니다']"
871,76,배곧 세유카츠,블로그 리뷰,[키오스크맛집]돈까스_세유카츠_배곶맛집,3,0,14,30,"['주문', '오스', '부탁', '께', '표시']"
872,77,배곧 세유카츠,블로그 리뷰,배곧맛집/배곧 돈까스) 세유카츠,2,3,17,1207,"['주소', '경기']"
873,78,배곧 세유카츠,블로그 리뷰,"신선하고, 믿음직스러운 배곧 돈까스 맛집 :) 세유카츠",2,4,21,68,[]
874,79,배곧 세유카츠,블로그 리뷰,"03.11.목요일 일상 | 세유카츠, 첫 씽씽🛴, 79파운야드",3,1,7,22,"['요새', '2']"
875,1,배곧 모미지,블로그 리뷰,"[경기도 시흥시 배곧/스시, 오마카세] 모미지",6,7,34,880,"['안녕하세요', '포스팅']"
876,2,배곧 모미지,블로그 리뷰,배곧 오마카세 모미지 디너2부 2인식사 후기 TMI,18,9,44,75,[]
877,3,배곧 모미지,블로그 리뷰,[배곧 맛집]모미지,1,6,40,2,"['코로나', '된']"
878,4,배곧 모미지,블로그 리뷰,배곧 <모미지>::7만원 가성비 오마카세 추천,10,2,37,1409,"['안녕하세요', '토리']"
879,5,배곧 모미지,블로그 리뷰,가을 소리에 스시한점 배곧스시맛집 모미지에서,9,6,39,426,"['가을', '먹지', '미지', '스시', '.', '15', '겨울', '16', '겨울', '.', '청어', '아지', '오도', '20시', '아지', '아', '까', '호', '달달', '23', '단', '오도', '조합원', '니', '24', '우사', '나', '위', '하사', '아나고', '갈', '알려주죠', '튀김', '대구', '27', '궁물', '짠', '28', '불러', '디저트', '메뉴', '생', '90000', '프', '추천', '중동', '이름', '기네', '마야', '준마', '노드', '퍼블비안', '탄산', '나', '.', '처럼', '잔']"
880,6,배곧 모미지,블로그 리뷰,🍣배곧 오마카세 모미지,3,0,15,20,"['경기', '서울', '휴무', '부', '19:40', '2', '20:00']"
881,7,배곧 모미지,블로그 리뷰,"모미지 :) 배곧 스시 오마카세, 디너 후기",11,4,29,480,"['안녕하세요', '뽀삐']"
882,8,배곧 모미지,블로그 리뷰,"배곧 맛집 추천, 모미지 오마카세",2,0,15,239,['안녕하세요']
883,9,배곧 모미지,블로그 리뷰,배곧 오마카세 :: 모미지 솔직후기,11,8,43,972,['안녕하세']
884,10,배곧 모미지,블로그 리뷰,시흥 맛집:) 배곧 모미지 오마카세/별10개☆☆☆☆☆☆☆☆☆☆,17,20,30,410,[]
885,11,배곧 모미지,블로그 리뷰,[20210820] 배곧 '모미지',3,10,31,41,[]
886,12,배곧 모미지,블로그 리뷰,배곧 오마카세 모미지 굿초이스,17,5,38,1246,"['끓여서', '차려줘야', '싶다가']"
887,13,배곧 모미지,블로그 리뷰,"♡배곧 오마카세 초밥 아브뉴프랑 데이트코스 추천 스시 맛집, 모미지 (Momiji)",28,7,36,3008,"['안녕하세요', '혜원']"
888,14,배곧 모미지,블로그 리뷰,[배곧 오마카세] 모미지,10,3,33,4163,[]
889,15,배곧 모미지,블로그 리뷰,"배곧 오마카세 모미지 디너 후기 : 맛, 가격 별다섯개",3,5,40,73,"['안녕하세요', '오월']"
890,16,배곧 모미지,블로그 리뷰,뭐먹지  배곧모미지에서 스시오마카세로 배터지게냠냠,11,6,38,426,"['미는', '뽑기']"
891,17,배곧 모미지,블로그 리뷰,모미지_시흥배곧오마카세,146,31,37,3909,"['모', '오']"
892,18,배곧 모미지,블로그 리뷰,배곧 오마카세 모미지 최고....가야돼 꼭 가야돼,5,0,41,165,['안녕하세요']
893,19,배곧 모미지,블로그 리뷰,"[시흥/배곧] 극찬했던 모미지 재방문, 오마카세에 흑당소주까지 내돈내산 2번째 방문 후기 + 2차 후참잘(후라이드참잘하는집) 배곧점 포장리뷰",17,19,26,2723,"['투자', '하도록', '준']"
894,20,배곧 모미지,블로그 리뷰,배곧 스시오마카세 모미지에서 즐거운 술한잔 쌓여가는 행복지수,9,7,37,426,"['느', '아버지', '뭐', '노스', '먹습니다', '스시', '내', '19', '스트립쇼', '발광', '시선', '프', '니']"
896,22,배곧 모미지,블로그 리뷰,배곧 스시오마카세 맛집 모미지에서 즐거운 미각여행 오늘도 대만족,2,2,34,426,[]
897,23,배곧 모미지,블로그 리뷰,"♡배곧 아브뉴프랑 초밥 오마카세 스시 맛집, 모미지 (Momiji)",53,19,40,3008,"['안녕하세요', '혜원']"
898,24,배곧 모미지,블로그 리뷰,[배곧신도시 오마카세] 모미지,5,8,40,71,"['오빠', '나', '매일', '빌', '빌었던', '있다면']"
899,25,배곧 모미지,블로그 리뷰,"배곧 스시 오마카세, 모미지(2021.01.09)",8,3,49,215,[]
900,26,배곧 모미지,블로그 리뷰,배곧 '모미지',3,2,32,204,['드디어']
901,27,배곧 모미지,블로그 리뷰,오마카세 경험 #2: 배곧신도시 모미지 ,1,4,26,1,[]
902,28,배곧 모미지,블로그 리뷰,배곧초밥; 배곧일식당;모미지  신선함에 살살녹아요. 배곧스시맛집,156,63,77,1792,"['코로나', '마이', '우리', '삶', '주는', '입니다', '가게', '면', '닫아야', '우리', '되면', '시간', '된', '헐레벌떡', '귀가', '.', '드라마', '나', '나', '바지', '생각', '퍼집니다']"
903,29,배곧 모미지,블로그 리뷰,"배곧 오마카세 맛집 가성비 갑, 모미지:)",20,15,28,795,[]
904,1,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧베니스맛집 저스트텐동! 정갈한 음식이 생각날때 들려보세요~,21,5,29,2226,['안녕하세요']
905,2,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[시흥 정왕동 맛집] 배곧혼밥하기 좋은 튀김덮밥 텐동 맛집 _ 저스트텐동 배곧신도시점,52,18,34,1975,"['안녕하세요', '얼마']"
906,3,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧텐동맛집 저스트텐동 먹고왔어요!,2,0,2,70,"['텐동', '접']"
907,4,배곧 저스트텐동 배곧신도시점,블로그 리뷰,시흥 배곧신도시점 저스트텐동 내돈내산 리얼솔직후기,14,5,23,1522,"['서영', '스퀘어', '덮']"
908,5,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧 혼밥 "" 저스트텐동 "" 배곧덮밥 맛집으로 인정하는 곳 ! ! ! ",108,3,13,4978,"['이번', '밥']"
909,6,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 맛집 저스트텐동 다녀왔어요.,2,2,22,108,"['텐동', '먹어', '싶다고', '생각', '마트', '길', '텐동']"
910,7,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧맛집] 배곧 덮밥맛집 <저스트텐동>,14,4,36,2053,[]
911,8,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧덮밥 저스트텐동 혼밥 맛집 체크,9,5,25,1366,['남편']
912,9,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧덮밥) 바삭바삭한 튀김과 밥의 맛.남! 저스트텐동 배곧점,11,2,25,468,[]
913,10,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧혼밥 / 배곧덮밥 텐동맛집 ""저스트텐동"" 후기 ✨",22,15,23,709,"['안녕하세요', '잠깐']"
914,11,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧맛집]저스트텐동 방문!(내돈내산/솔직후기),1,0,3,11,[]
915,12,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"[배곧덮밥]배곧데이트로 좋은 ""저스트텐동""배곧혼밥가능!!",2,0,23,1011,['배']
916,13,배곧 저스트텐동 배곧신도시점,블로그 리뷰,혼밥하기 좋은 저스트텐동 배곧신도시점 리뷰,20,18,9,123,[]
917,14,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧] 저스트텐동/배곧 맛집/배곧 베니스스퀘어맛집/배곧 텐동/저스트텐동 배곧신도시점,2,1,11,74,"['텐동', '느끼할', '같다는', '때문', '도전', '했었다', '전', '대']"
918,15,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧맛집] 깔끔한 ‘저스트텐동’ / 내돈내산 솔직후기 🔥,42,34,17,221,"['안녕하세요', '덕기']"
919,16,배곧 저스트텐동 배곧신도시점,블로그 리뷰,저스트 텐동 시흥 배곧 신도시 맛집 추천 내돈내산 직접 먹어본 솔직 후기,33,6,19,1139,['텐동']
920,17,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 데이트 점심은 튀김이 일품인 저스트텐동으로!,62,40,13,1870,['주말']
921,18,배곧 저스트텐동 배곧신도시점,블로그 리뷰,텐동맛집ㅡ저스트텐동 일식 휴일데이트 오늘은뭐먹지 ,8,6,22,149,"['꿈디', '애', '꿈디']"
922,19,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 튀김덮밥 맛집 저스트텐동 후기 웨이팅 기다릴만하네! 짱맛있당 ><,8,8,25,2355,"['쿄쿄', '여름']"
923,20,배곧 저스트텐동 배곧신도시점,블로그 리뷰,저스트텐동 배곧점 후기,58,35,11,2079,['주말']
924,21,배곧 저스트텐동 배곧신도시점,블로그 리뷰,텐동 맛집추천 [저스트텐동] 배곧신도시점 ,2,2,9,77,"['저스트', '2']"
925,22,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 텐동 맛집 저스트텐동 +   넓고 깔끔한 카페 필로데오스 ,10,4,25,107,['요새']
926,23,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧 베니스스퀘어] 저스트텐동 JUST TENDONG / 혼밥 가능한 일식 튀김덮밥전문점!,6,1,10,501,"['안녕하세요', '욤이']"
927,24,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 텐동 맛집 [저스트텐동] ,7,6,25,191,['안녕하세요']
928,25,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 맛집 🍽 저스트 텐동 / JUST TENDONG /텐동 맛집,3,1,8,92,"['영업', '11:10', '주말', '라스트', '평일', '주말', '브레이크', '15:00', '오']"
929,26,배곧 저스트텐동 배곧신도시점,블로그 리뷰,저스트텐동 배곧신도시점,15,6,10,108,"['원래', '삼계탕', '가려고', '방송', '인지', '어', '어마']"
930,27,배곧 저스트텐동 배곧신도시점,블로그 리뷰,시흥시 배곧 :: 저스트텐동(혼밥하기 좋은 텐동&덮밥 맛집),14,11,15,558,['안녕하세요']
931,28,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧맛집 | 저스트텐동 | JUST TENDONG ,1098,282,35,5450,['앙뇽']
932,29,배곧 저스트텐동 배곧신도시점,블로그 리뷰,5월보다 성장한 곽나현,5,15,20,40,"['0816', '나도', '둘', '첫', '이번', '대구', '입대', '하루', '대구', '총총', '부모님', '점심', '나', '넘어가서', '했당', '나', '왕', '마스터', '텐동', '.', '튀김', '먹는데', '다', '밥', '수란', '해서', '.']"
933,30,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 저스트텐동 바삭바삭 튀김이 맛있는 텐동집,7,3,6,34,[]
934,31,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[저스트텐동] 배곧신도시점/후기/ 난생처음 먹어보는 텐동 첫인상!,27,20,21,235,"['안녕하세요', '냉', '니', '.', '처음', '본', '아무런', '안경', '솔직한', '해보겠습니다', '저스트']"
935,32,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 혼밥하기 좋은 저스트텐동,41,58,37,1235,['안녕하세요']
936,33,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧 텐동 저스트 텐동 ,베니스스퀘어 맛집",8,4,24,100,"['안녕하세요', '내', '멋대로', '장', '.', '행복한', '연휴', '계신', '내일', '휴무', '쉰', '저', '화욜', '다시', '하게', '.', '짝', '연휴']"
937,34,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[시흥 배곧신도시 저스트텐동] 바삭촉촉 배곧데이트,8,11,30,90,['짝']
938,35,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"저스트텐동 시흥배곧점_일본식 튀김덮밥집_일본생각나는 그 맛,!",2,1,18,325,['안녕하세요']
939,36,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧덮밥]저스트텐동 : 역대급 맛있는 텐동 먹음! 이건 찐이다,6,1,25,724,[]
940,37,배곧 저스트텐동 배곧신도시점,블로그 리뷰,2021년 08월 보름일기 (1),7,6,170,166,[]
941,38,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧맛집 텐동 저스트텐동 : 나 요즘 텐동중독,34,1,27,3854,[]
942,39,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[시흥배곧맛집] 튀김매니아 강추! 시흥텐동맛집 저스트 텐동,16,24,31,1333,['평소']
943,40,배곧 저스트텐동 배곧신도시점,블로그 리뷰,시흥배곧신도시 저스트텐동 배곧신도시점 _ 시흥텐동맛집 배곧텐동맛집 ,10,16,30,572,['오랜']
944,41,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[시흥 배곧맛집] 저스트 텐동 ,14,3,25,291,[]
945,42,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧 혼밥하기 좋은 배곧 덮밥 맛집 저스트텐동, 다양하게 먹은 후기",3,1,31,853,"['얼마', '오빠']"
946,43,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧덮밥데이트맛집 혼밥도 여기서 저스트텐동 가격후기,54,6,30,5173,[]
947,44,배곧 저스트텐동 배곧신도시점,블로그 리뷰,저스트텐동 _ 배곧신도시 텐동 맛집,0,0,23,34,"['안녕하세요', '여러분']"
948,45,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧데이트 하기 좋은 저스트텐동-배곧혼밥 으로도 최고,3,1,23,631,[]
949,46,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧맛집 저스트텐동 솔직후기,12,4,23,2978,"['안녕하세요', '숑숑스', '입니다']"
950,47,배곧 저스트텐동 배곧신도시점,블로그 리뷰,정왕동에서 핫한 텐동 맛집 <저스트텐동배곧신도시점>,5,1,40,69,"['찜통', '더위', '집안', '버릴', '같아', '짱', '밥']"
951,48,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 베니스스퀘어 저스트텐동. 추천추천강추강추 텐동 맛집,4,2,12,63,[]
952,49,배곧 저스트텐동 배곧신도시점,블로그 리뷰,저스트텐동 배곧신도시,2,0,15,208,[]
953,50,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧 혼밥 성지, 바삭한 튀김덮밥이 맛있는 저스트텐동 ",26,2,27,13249,[]
954,51,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[일식이 먹고싶을 때]배곧신도시 튀김이 끝내줘요 “저스트텐동”,31,22,6,531,"['안녕하세요', '현', '입니다시']"
955,52,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧]저스트텐동::튀김덮밥 솔직후기🍤,2,1,14,516,"['안녕하세요', '융', '당', '근무', '전', '짬내서', '먹으러']"
956,53,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 맛집 | 저스트텐동 기본으로 먹었어요,23,40,8,910,"['안녕하세요', '더웰']"
957,54,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 베니스스퀘어 맛집 리스트 추가![저스트 텐동]::바삭한 튀김 예술😘,1,0,32,81,['상호']
958,55,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧]튀김덮밥::저스트텐동 후기,12,13,19,1523,['안녕하세']
959,56,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 일식 텐동 맛집: 저스트 텐동🍤,6,6,15,183,['안녕하세요']
960,57,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 저스트텐동::배곧 혼밥 2번째 방문 배곧 텐동 맛집,25,18,45,6016,[]
961,58,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 텐동 맛집::배곧 혼밥 추천 저스트텐동 리얼 후기,27,11,48,6016,[]
962,59,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"[배곧덮밥맛집] 저스트텐동 튀김덮밥, 배곧혼밥으로도 좋아",1,0,23,358,"['롯데', '갔다가']"
963,60,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"맛있는 한상, 저스트텐동 배곧신도시점",2,0,8,267,"['튀김', '.', '텐동']"
964,61,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"시흥 배곧신도시 맛집, 저스트텐동 튀김의 정석이올시다 !! (서영베니스스퀘어 주차가능)",14,5,13,191,"['안녕하세요', '신']"
966,63,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 맛집 추천: 저스텐동 +라무진 +라헬의 부엌,7,4,22,78,['일기']
967,64,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 데이트 or 혼밥 모두 좋은 저스트텐동 바삭바삭!,0,0,30,77,['텐동']
968,65,배곧 저스트텐동 배곧신도시점,블로그 리뷰,바삭한 튀김이 먹고싶을땐? 배곧 [저스트텐동]에서 튀김끝판왕 만나기 메뉴 분위기 먹는법 운영시간 이벤트,60,41,30,1091,"['안녕하세요', '필요한', '만을', '드리는', '필리', '.', '머리']"
969,66,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧덮밥맛집 저스트텐동 배곧신도시점, 한울공원",11,2,19,1040,[]
970,67,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 맛집 저스트텐동,4,1,16,419,['저스트']
971,68,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧혼밥 저스트텐동에서 텐동 즐기기(저스트한상/야끼토리한상),15,13,32,543,[]
972,69,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧신도시 맛집] 저스트텐동(just tendon),3,3,14,71,['오랜']
973,70,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧데이트 : 저스트텐동 +더블글래스 + 롯데마트 참치회 + 우리할머니떡볶이,7,6,21,78,['2158']
974,71,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧혼밥 하기 딱 좋은곳 ! "" 저스트텐동 "" 배곧덮밥 쵝오 ! ♥",121,4,21,4978,['오랜']
975,72,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[시흥] 배곧데이트 코스로 좋은 저스트텐동,19,5,32,1237,"['안녕하세요', '유리']"
976,73,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 맛집 저스트텐동 튀김덮밥,9,2,16,103,['오랜']
977,74,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"#배곧맛집 :: 튀김덮밥 맛집 ""저스트텐동""",6,5,38,594,"['안녕하세요', '정', '텐동', '요즘', '살던']"
978,75,배곧 저스트텐동 배곧신도시점,블로그 리뷰,배곧 저스트텐동의 저스트텐동,0,0,2,9,"['부제', '암흑', '인', '외식', '저스트', '반의', '임무', '전']"
979,76,배곧 저스트텐동 배곧신도시점,블로그 리뷰,시흥 배곧) 저스트텐동,4,6,14,26,['블']
980,77,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧 맛집] 저스트텐동 배곧신도시 맛집으로 추천해요 ,5,1,13,181,"['여러분', '.']"
981,78,배곧 저스트텐동 배곧신도시점,블로그 리뷰,#배곧맛집 #텐동맛집 저스트텐동 강추!!,5,3,14,46,"['안녕하세요', '마루', '사', '니']"
982,79,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"22개월아기랑) 매일 매일 챌린지, 오늘의 일기1",1,0,3,208,"['5월', '토요일']"
983,80,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[배곧 맛집] 저스트텐동,2,2,11,42,['저스트']
984,81,배곧 저스트텐동 배곧신도시점,블로그 리뷰,[시흥/ 배곧 신도시] 저스트텐동 배곧신도시점 (내돈내산) ,6,3,22,13,[]
985,82,배곧 저스트텐동 배곧신도시점,블로그 리뷰,"배곧 혼밥 텐동 맛집, 저스트텐동 배곧신도시점",9,5,36,1546,"['안녕하세요', '아리']"
986,1,배곧 윌로우 우드,블로그 리뷰,2021.07 배곧카페 윌로우우드 /  willow wood,14,10,14,156,[]
987,2,배곧 윌로우 우드,블로그 리뷰,"배곧카페 윌로우우드, willow wood",4,3,9,374,"['안녕하세요', '혜띵이']"
988,3,배곧 윌로우 우드,블로그 리뷰,"[서울근교카페] 세련미 철철, 풍경맛집 윌로우우드(willow wood)",12,10,11,424,"['안녕하세요', '조', '망', '.', '코로나', '주말', '비', '.']"
989,4,배곧 윌로우 우드,블로그 리뷰,운명,14,5,35,79,"['짧아지는', '느끼면', '이상해', '야', '듯이', '싶었던', '막', '어렵게', '에서', '했다', '라지', '껄형', '옷', '손톱', '좀', '말아줘', '가는', '회사', '절대', '안', '이번', '특별하니까', '돌잔치', '들어가기', '퇴사', '합니다', '선배', '많으셨어요', '구미', '대성', '.', '땜', '이동', '하고', '반', '같은', '하는', '너무', '휴대', '주', '봐', '해서', '줬는데', '얼굴', '울어', '네나', '좋아', '님', '거짓말', '우현', '고', '고생', '.', '트레이너', '풋살', '.', '오랜', '학교', '소집', '.', '부른', '다', '줘서', '풋살', '림', '연', '이랑', '찍고', '받았다', '게임', '잘', '일', '있는데', '딱한', '알아보고', '가기', '에서', '하셨잖아요', '위드', '시작', '날애', '9시', '갔는데', '당황', '10시', '문안', '거', '안나', '좋긴', '이긴', '가보', '원래', '였던', '노랑', '변하니까', '근처', '혁', '보라', '힙지', '가서', '먹었을', '데', '사진', '하게', '딱', '날짜', '측도', '가는', '데뷔', '사수', '내', '알럽', '엄마', '엘', '재워', '좀', '봤다', '하는', '아는', '옷', '총', '쓰러진다가']"
990,5,배곧 윌로우 우드,블로그 리뷰,"배곧카페 티라미수 맛집, willow wood 윌로우우드",51,53,29,5708,[]
991,6,배곧 윌로우 우드,블로그 리뷰,경기도 시흥시 배곧신도시 정왕동/윌로우우드(Willow wood),13,8,21,907,[]
992,7,배곧 윌로우 우드,블로그 리뷰,시흥 배곧 카페 윌로우 우드 / 서울근교 티라미수 맛집,22,13,33,2198,[]
993,8,배곧 윌로우 우드,블로그 리뷰,20210912 #윌로우우드,5,0,2,81,[]
994,9,배곧 윌로우 우드,블로그 리뷰,시흥 배곧신도시 공원뷰 분위기 좋은 카페 #윌로우우드 (willow wood),23,9,47,846,['인천']
995,10,배곧 윌로우 우드,블로그 리뷰,"잘봐, 언니가 추천하는 시흥 카페다",5,2,61,38,"['난', '토']"
996,11,배곧 윌로우 우드,블로그 리뷰,"배곧 카페 윌로우우드 willow wood ｜ 분위기, 음료 맛집☕",39,46,21,584,"['퇴근', '늦은', '엄마']"
997,12,배곧 윌로우 우드,블로그 리뷰,윌로우 우드(willow wood) :: 시흥 배곧 카페,26,3,11,2013,[]
998,13,배곧 윌로우 우드,블로그 리뷰,시흥 배곧 카페 윌로우우드,13,8,9,273,[]
999,14,배곧 윌로우 우드,블로그 리뷰,"[배곧] 모던한 분위기로 마음을 사로잡은 카페""윌로우 우드"" ",34,18,11,581,"['동기', '님']"
